virus	strain	age_of_infection
H1	A/SOUTHAUSTRALIA/105/2001	0.9
H1	A/SOUTHAUSTRALIA/125/2005	0.9
H1	A/SOUTHAUSTRALIA/128/2005	0.9
H1	A/SOUTHAUSTRALIA/136/2005	0.9
H1	A/SOUTHAUSTRALIA/96/2005	0.9
H1	A/VICTORIA/825/2007	0.9
H1	A/BRISBANE/10/2001	1
H1	A/BRISBANE/102/2001	1
H1	A/BRISBANE/112/2001	1
H1	A/BRISBANE/113/2001	1
H1	A/BRISBANE/114/2001	1
H1	A/BRISBANE/114/2005	1
H1	A/BRISBANE/116/2001	1
H1	A/BRISBANE/12/2000	1
H1	A/BRISBANE/128/2001	1
H1	A/BRISBANE/130/2001	1
H1	A/BRISBANE/133/2001	1
H1	A/BRISBANE/135/2001	1
H1	A/BRISBANE/140/2007	1
H1	A/BRISBANE/16/2001	1
H1	A/BRISBANE/182/2007	1
H1	A/BRISBANE/183/2007	1
H1	A/BRISBANE/197/2005	1
H1	A/BRISBANE/197/2007	1
H1	A/BRISBANE/20/2001	1
H1	A/BRISBANE/22/2001	1
H1	A/BRISBANE/222/2007	1
H1	A/BRISBANE/227/2005	1
H1	A/BRISBANE/239/2007	1
H1	A/BRISBANE/248/2005	1
H1	A/BRISBANE/273/2007	1
H1	A/BRISBANE/279/2007	1
H1	A/BRISBANE/29/2001	1
H1	A/BRISBANE/3/2001	1
H1	A/BRISBANE/30/2001	1
H1	A/BRISBANE/31/2001	1
H1	A/BRISBANE/336/2007	1
H1	A/BRISBANE/35/2001	1
H1	A/BRISBANE/35/2007	1
H1	A/BRISBANE/44/2001	1
H1	A/BRISBANE/5/2001	1
H1	A/BRISBANE/56/2001	1
H1	A/BRISBANE/57/2001	1
H1	A/BRISBANE/58/2001	1
H1	A/BRISBANE/67/2007	1
H1	A/BRISBANE/70/2006	1
H1	A/BRISBANE/70/2008	1
H1	A/BRISBANE/79/2001	1
H1	A/BRISBANE/8/2000	1
H1	A/BRISBANE/83/2001	1
H1	A/BRISBANE/91/2005	1
H1	A/BRISBANE/93/2001	1
H1	A/BRISBANE/97/2007	1
H1	A/BRISBANE/99/2001	1
H1	A/PERTH/111/2008	1
H1	A/PERTH/212/2001	1
H1	A/PERTH/215/2001	1
H1	A/PERTH/218/2001	1
H1	A/PERTH/227/2001	1
H1	A/PERTH/230/2001	1
H1	A/PERTH/230/2008	1
H1	A/PERTH/231/2001	1
H1	A/PERTH/232/2008	1
H1	A/PERTH/266/2000	1
H1	A/PERTH/358/2009	1
H1	A/PERTH/406/2009	1
H1	A/SOUTHAUSTRALIA/10/2007	1
H1	A/SOUTHAUSTRALIA/106/2005	1
H1	A/SOUTHAUSTRALIA/107/2005	1
H1	A/SOUTHAUSTRALIA/138/2005	1
H1	A/SOUTHAUSTRALIA/141/2005	1
H1	A/SOUTHAUSTRALIA/144/2005	1
H1	A/SOUTHAUSTRALIA/2/2009	1
H1	A/SOUTHAUSTRALIA/21/2001	1
H1	A/SOUTHAUSTRALIA/23/2008	1
H1	A/SOUTHAUSTRALIA/24/2007	1
H1	A/SOUTHAUSTRALIA/243/2007	1
H1	A/SOUTHAUSTRALIA/27/2000	1
H1	A/SOUTHAUSTRALIA/276/2007	1
H1	A/SOUTHAUSTRALIA/296/2007	1
H1	A/SOUTHAUSTRALIA/307/2007	1
H1	A/SOUTHAUSTRALIA/311/2007	1
H1	A/SOUTHAUSTRALIA/32/2001	1
H1	A/SOUTHAUSTRALIA/34/2000	1
H1	A/SOUTHAUSTRALIA/35/2000	1
H1	A/SOUTHAUSTRALIA/38/2001	1
H1	A/SOUTHAUSTRALIA/443/2007	1
H1	A/SOUTHAUSTRALIA/47/2005	1
H1	A/SOUTHAUSTRALIA/57/2007	1
H1	A/SOUTHAUSTRALIA/66/2005	1
H1	A/SOUTHAUSTRALIA/68/2008	1
H1	A/SOUTHAUSTRALIA/73/2001	1
H1	A/SOUTHAUSTRALIA/76/2001	1
H1	A/SOUTHAUSTRALIA/77/2001	1
H1	A/SOUTHAUSTRALIA/78/2008	1
H1	A/SOUTHAUSTRALIA/79/2008	1
H1	A/SOUTHAUSTRALIA/8/2007	1
H1	A/SOUTHAUSTRALIA/87/2005	1
H1	A/SOUTHAUSTRALIA/89/2008	1
H1	A/SOUTHAUSTRALIA/9/2000	1
H1	A/SOUTHAUSTRALIA/90/2001	1
H1	A/SOUTHAUSTRALIA/92/2008	1
H1	A/SYDNEY/138/2007	1
H1	A/SYDNEY/19/2000	1
H1	A/SYDNEY/2/2004	1
H1	A/SYDNEY/212/2001	1
H1	A/SYDNEY/218/2001	1
H1	A/SYDNEY/219/2001	1
H1	A/SYDNEY/228/2001	1
H1	A/SYDNEY/230/2001	1
H1	A/SYDNEY/232/2007	1
H1	A/SYDNEY/233/2001	1
H1	A/SYDNEY/236/2001	1
H1	A/SYDNEY/245/2007	1
H1	A/SYDNEY/25/2000	1
H1	A/SYDNEY/303/2009	1
H1	A/SYDNEY/37/2000	1
H1	A/SYDNEY/38/2000	1
H1	A/SYDNEY/45/2000	1
H1	A/SYDNEY/48/2000	1
H1	A/SYDNEY/507/2007	1
H1	A/SYDNEY/538/2007	1
H1	A/SYDNEY/542/2007	1
H1	A/SYDNEY/548/2007	1
H1	A/SYDNEY/553/2007	1
H1	A/SYDNEY/561/2007	1
H1	A/SYDNEY/564/2007	1
H1	A/SYDNEY/7/2009	1
H1	A/SYDNEY/72/2006	1
H1	A/SYDNEY/8/2009	1
H1	A/SYDNEY/852007	1
H1	A/TOWNSVILLE/10/2001	1
H1	A/TOWNSVILLE/6/2001	1
H1	A/VICTORIA/124/2005	1
H1	A/VICTORIA/160/2001	1
H1	A/VICTORIA/313/2005	1
H1	A/VICTORIA/332/2005	1
H1	A/VICTORIA/338/2005	1
H1	A/VICTORIA/353/2005	1
H1	A/VICTORIA/500/2006	1
H1	A/VICTORIA/507/2005	1
H1	A/VICTORIA/525/2001	1
H1	A/VICTORIA/530/2007	1
H1	A/VICTORIA/551/2005	1
H1	A/VICTORIA/558/2005	1
H1	A/VICTORIA/561/2005	1
H1	A/VICTORIA/577/2007	1
H1	A/VICTORIA/843/2007	1
H1	A/VICTORIA/859/2007	1
H1	A/PERTH/237/2001	1.1
H1	A/PERTH/231/2005	1.5
H1	A/TOWNSVILLE/15/2001	1.5
H1	A/TOWNSVILLE/27/2001	1.5
H1	A/VICTORIA/532/2005	1.5
H1	A/VICTORIA/567/2007	1.5
H1	A/VICTORIA/567/2007	1.5
H1	A/PERTH/225/2005	1.6
H1	A/PERTH/240/2001	1.6
H1	A/PERTH/241/2001	1.6
H1	A/BRISBANE/100/2007	2
H1	A/BRISBANE/105/2001	2
H1	A/BRISBANE/106/2007	2
H1	A/BRISBANE/108/2005	2
H1	A/BRISBANE/110/2005	2
H1	A/BRISBANE/111/2001	2
H1	A/BRISBANE/116/2007	2
H1	A/BRISBANE/13/2009	2
H1	A/BRISBANE/139/2007	2
H1	A/BRISBANE/14/2001	2
H1	A/BRISBANE/163/2006	2
H1	A/BRISBANE/174/2007	2
H1	A/BRISBANE/176/2005	2
H1	A/BRISBANE/178/2005	2
H1	A/BRISBANE/189/2007	2
H1	A/BRISBANE/190/2007	2
H1	A/BRISBANE/25/2001	2
H1	A/BRISBANE/250/2007	2
H1	A/BRISBANE/27/2001	2
H1	A/BRISBANE/28/2001	2
H1	A/BRISBANE/298/2006	2
H1	A/BRISBANE/321/2007	2
H1	A/BRISBANE/325/2007	2
H1	A/BRISBANE/42/2005	2
H1	A/BRISBANE/43/2005	2
H1	A/BRISBANE/60/2001	2
H1	A/BRISBANE/63/2007	2
H1	A/BRISBANE/65/2007	2
H1	A/BRISBANE/71/2001	2
H1	A/BRISBANE/78/2001	2
H1	A/BRISBANE/80/2001	2
H1	A/BRISBANE/83/2007	2
H1	A/BRISBANE/9/2000	2
H1	A/PERTH/190/2008	2
H1	A/PERTH/200/2008	2
H1	A/PERTH/229/2001	2
H1	A/PERTH/229/2005	2
H1	A/PERTH/242/2001	2
H1	A/PERTH/409/2009	2
H1	A/SOUTHAUSTRALIA/10/2001	2
H1	A/SOUTHAUSTRALIA/101/2005	2
H1	A/SOUTHAUSTRALIA/2/2001	2
H1	A/SOUTHAUSTRALIA/25/2000	2
H1	A/SOUTHAUSTRALIA/28/2008	2
H1	A/SOUTHAUSTRALIA/29/2008	2
H1	A/SOUTHAUSTRALIA/33/2000	2
H1	A/SOUTHAUSTRALIA/36/2000	2
H1	A/SOUTHAUSTRALIA/442/2007	2
H1	A/SOUTHAUSTRALIA/465/2007	2
H1	A/SOUTHAUSTRALIA/59/2001	2
H1	A/SOUTHAUSTRALIA/63/2008	2
H1	A/SOUTHAUSTRALIA/68/2001	2
H1	A/SOUTHAUSTRALIA/72/2001	2
H1	A/SOUTHAUSTRALIA/73/2005	2
H1	A/SOUTHAUSTRALIA/77/2005	2
H1	A/SOUTHAUSTRALIA/80/2001	2
H1	A/SOUTHAUSTRALIA/80/2008	2
H1	A/SOUTHAUSTRALIA/86/2001	2
H1	A/SOUTHAUSTRALIA/86/2005	2
H1	A/SYDNEY/126/2007	2
H1	A/SYDNEY/136/2007	2
H1	A/SYDNEY/200/2004	2
H1	A/SYDNEY/2000/2008	2
H1	A/SYDNEY/202/2001	2
H1	A/SYDNEY/207/2007	2
H1	A/SYDNEY/217/2007	2
H1	A/SYDNEY/223/2001	2
H1	A/SYDNEY/235/2001	2
H1	A/SYDNEY/239/2007	2
H1	A/SYDNEY/250/2007	2
H1	A/SYDNEY/33/2000	2
H1	A/SYDNEY/33/2008	2
H1	A/SYDNEY/41/2005	2
H1	A/SYDNEY/529/2007	2
H1	A/SYDNEY/544/2007	2
H1	A/SYDNEY/547/2007	2
H1	A/SYDNEY/551/2007	2
H1	A/SYDNEY/569/2007	2
H1	A/SYDNEY/577/2007	2
H1	A/SYDNEY/582/2007	2
H1	A/SYDNEY/591/2008	2
H1	A/SYDNEY/77/2007	2
H1	A/SYDNEY/84A/2007	2
H1	A/SYDNEY/84B/2007	2
H1	A/SYDNEY/88/2007	2
H1	A/SYDNEY/97/2007	2
H1	A/VICTORIA/326/2000	2
H1	A/VICTORIA/504/2001	2
H1	A/VICTORIA/505/2001	2
H1	A/VICTORIA/513/2007	2
H1	A/VICTORIA/520/2007	2
H1	A/VICTORIA/524/2005	2
H1	A/VICTORIA/528/2007	2
H1	A/VICTORIA/529/2005	2
H1	A/VICTORIA/534/2001	2
H1	A/VICTORIA/542/2000	2
H1	A/VICTORIA/542/2007	2
H1	A/VICTORIA/547/2005	2
H1	A/VICTORIA/549/2007	2
H1	A/VICTORIA/831/2007	2
H1	A/VICTORIA/837/2007	2
H1	A/VICTORIA/839/2007	2
H1	A/VICTORIA/319/2001	2.3
H1	A/TOWNSVILLE/30/2001	2.5
H1	A/VICTORIA/553/2007	2.5
H1	A/BRISBANE/106/2001	3
H1	A/BRISBANE/107/2007	3
H1	A/BRISBANE/12/2001	3
H1	A/BRISBANE/120/2007	3
H1	A/BRISBANE/141/2001	3
H1	A/BRISBANE/146/2001	3
H1	A/BRISBANE/162/2001	3
H1	A/BRISBANE/171/2005	3
H1	A/BRISBANE/171/2007	3
H1	A/BRISBANE/24/2007	3
H1	A/BRISBANE/240/2007	3
H1	A/BRISBANE/265/2005	3
H1	A/BRISBANE/324/2007	3
H1	A/BRISBANE/42/2001	3
H1	A/BRISBANE/50/2005	3
H1	A/BRISBANE/63/2001	3
H1	A/BRISBANE/68/2001	3
H1	A/PERTH/144/2008	3
H1	A/PERTH/214/2001	3
H1	A/PERTH/214/2006	3
H1	A/PERTH/217/2008	3
H1	A/PERTH/223/2000	3
H1	A/PERTH/231/2000	3
H1	A/PERTH/234/2005	3
H1	A/PERTH/261/2001	3
H1	A/PERTH/30/2008	3
H1	A/PERTH/357/2009	3
H1	A/PERTH/94/2009	3
H1	A/SOUTHAUSTRALIA/105/2005	3
H1	A/SOUTHAUSTRALIA/11/2009	3
H1	A/SOUTHAUSTRALIA/116/2005	3
H1	A/SOUTHAUSTRALIA/16/2000	3
H1	A/SOUTHAUSTRALIA/238/2007	3
H1	A/SOUTHAUSTRALIA/289/2007	3
H1	A/SOUTHAUSTRALIA/36/2001	3
H1	A/SOUTHAUSTRALIA/449/2007	3
H1	A/SOUTHAUSTRALIA/50/2000	3
H1	A/SOUTHAUSTRALIA/64/2001	3
H1	A/SYDNEY/130/2007	3
H1	A/SYDNEY/208/2006	3
H1	A/SYDNEY/208/2006	3
H1	A/SYDNEY/209/2001	3
H1	A/SYDNEY/257/2000	3
H1	A/SYDNEY/27/2000	3
H1	A/SYDNEY/274/2007	3
H1	A/SYDNEY/512/2007	3
H1	A/SYDNEY/558/2007	3
H1	A/SYDNEY/567/2007	3
H1	A/SYDNEY/568/2007	3
H1	A/SYDNEY/605/2009	3
H1	A/TOWNSVILLE/4/2001	3
H1	A/VICTORIA/237/2005	3
H1	A/VICTORIA/305/2000	3
H1	A/VICTORIA/343/2005	3
H1	A/VICTORIA/351/2005	3
H1	A/VICTORIA/354/2005	3
H1	A/VICTORIA/524/2001	3
H1	A/VICTORIA/538/2007	3
H1	A/VICTORIA/540/2007	3
H1	A/VICTORIA/813/2007	3
H1	A/VICTORIA/832/2007	3
H1	A/VICTORIA/313/2001	3.3
H1	A/BRISBANE/109/2005	4
H1	A/BRISBANE/112/2005	4
H1	A/BRISBANE/14/2000	4
H1	A/BRISBANE/153/2001	4
H1	A/BRISBANE/154/2007	4
H1	A/BRISBANE/161/2001	4
H1	A/BRISBANE/192/2007	4
H1	A/BRISBANE/199/2005	4
H1	A/BRISBANE/200/2007	4
H1	A/BRISBANE/218/2007	4
H1	A/BRISBANE/220/2005	4
H1	A/BRISBANE/245/2007	4
H1	A/BRISBANE/246/2005	4
H1	A/BRISBANE/249/2005	4
H1	A/BRISBANE/259/2007	4
H1	A/BRISBANE/26/2001	4
H1	A/BRISBANE/270/2007	4
H1	A/BRISBANE/276/2007	4
H1	A/BRISBANE/33/2007	4
H1	A/BRISBANE/4/2009	4
H1	A/BRISBANE/600/2007	4
H1	A/BRISBANE/62/2001	4
H1	A/BRISBANE/75/2001	4
H1	A/BRISBANE/94/2001	4
H1	A/PERTH/154/2009	4
H1	A/PERTH/171/2008	4
H1	A/PERTH/217/2001	4
H1	A/PERTH/220/2001	4
H1	A/PERTH/230/2000	4
H1	A/PERTH/247/2001	4
H1	A/PERTH/251/2001	4
H1	A/PERTH/256/2000	4
H1	A/PERTH/256/2001	4
H1	A/PERTH/257/2001	4
H1	A/PERTH/84/2008	4
H1	A/SOUTHAUSTRALIA/109/2005	4
H1	A/SOUTHAUSTRALIA/149/2005	4
H1	A/SOUTHAUSTRALIA/28/2001	4
H1	A/SOUTHAUSTRALIA/313/2007	4
H1	A/SOUTHAUSTRALIA/34/2001	4
H1	A/SOUTHAUSTRALIA/395/2007	4
H1	A/SOUTHAUSTRALIA/441/2007	4
H1	A/SOUTHAUSTRALIA/461/2007	4
H1	A/SOUTHAUSTRALIA/472/2007	4
H1	A/SOUTHAUSTRALIA/5/2008	4
H1	A/SOUTHAUSTRALIA/68/2005	4
H1	A/SOUTHAUSTRALIA/75/2008	4
H1	A/SOUTHAUSTRALIA/89/2005	4
H1	A/SYDNEY/211/2001	4
H1	A/SYDNEY/222/2007	4
H1	A/SYDNEY/237/2001	4
H1	A/SYDNEY/32/2008	4
H1	A/SYDNEY/5/2009	4
H1	A/SYDNEY/500/2007	4
H1	A/SYDNEY/532/2007	4
H1	A/SYDNEY/56/2007	4
H1	A/SYDNEY/589/2008	4
H1	A/SYDNEY/61/2007	4
H1	A/SYDNEY/98/2007	4
H1	A/VICTORIA/104/2001	4
H1	A/VICTORIA/121/2000	4
H1	A/VICTORIA/234/2005	4
H1	A/VICTORIA/251/2007	4
H1	A/VICTORIA/289/2007	4
H1	A/VICTORIA/309/2005	4
H1	A/VICTORIA/325/2005	4
H1	A/VICTORIA/326/2005	4
H1	A/VICTORIA/329/2005	4
H1	A/VICTORIA/333/2000	4
H1	A/VICTORIA/346/2005	4
H1	A/VICTORIA/355/2005	4
H1	A/VICTORIA/514/2007	4
H1	A/VICTORIA/523/2005	4
H1	A/VICTORIA/526/2001	4
H1	A/VICTORIA/547/2001	4
H1	A/VICTORIA/554/2005	4
H1	A/VICTORIA/558/2007	4
H1	A/VICTORIA/568/2007	4
H1	A/VICTORIA/568/2007	4
H1	A/VICTORIA/818/2007	4
H1	A/VICTORIA/827/2007	4
H1	A/VICTORIA/311/2001	4.1
H1	A/VICTORIA/318/2001	4.5
H1	A/BRISBANE/126/2001	5
H1	A/BRISBANE/139/2001	5
H1	A/BRISBANE/157/2001	5
H1	A/BRISBANE/186/2005	5
H1	A/BRISBANE/199/2007	5
H1	A/BRISBANE/243/2007	5
H1	A/BRISBANE/267/2007	5
H1	A/BRISBANE/271/2007	5
H1	A/BRISBANE/298/2007	5
H1	A/BRISBANE/313/2007	5
H1	A/BRISBANE/317/2007	5
H1	A/BRISBANE/323/2007	5
H1	A/BRISBANE/337/2007	5
H1	A/BRISBANE/34/2001	5
H1	A/BRISBANE/34/2007	5
H1	A/BRISBANE/38/2001	5
H1	A/BRISBANE/39/2001	5
H1	A/BRISBANE/55/2001	5
H1	A/BRISBANE/68/2008	5
H1	A/BRISBANE/76/2001	5
H1	A/BRISBANE/77/2008	5
H1	A/BRISBANE/8/2001	5
H1	A/DARWIN/10/2001	5
H1	A/PERTH/159/2008	5
H1	A/PERTH/211/2001	5
H1	A/PERTH/214/2000	5
H1	A/PERTH/221/2000	5
H1	A/PERTH/235/2000	5
H1	A/PERTH/237/2008	5
H1	A/PERTH/238/2000	5
H1	A/PERTH/242/2000	5
H1	A/PERTH/246/2001	5
H1	A/PERTH/404/2009	5
H1	A/SOUTHAUSTRALIA/121/2005	5
H1	A/SOUTHAUSTRALIA/18/2000	5
H1	A/SOUTHAUSTRALIA/21/2000	5
H1	A/SOUTHAUSTRALIA/221/2007	5
H1	A/SOUTHAUSTRALIA/225/2007	5
H1	A/SOUTHAUSTRALIA/267/2007	5
H1	A/SOUTHAUSTRALIA/339/2007	5
H1	A/SOUTHAUSTRALIA/356/2007	5
H1	A/SOUTHAUSTRALIA/37/2008	5
H1	A/SOUTHAUSTRALIA/370/2007	5
H1	A/SOUTHAUSTRALIA/404/2007	5
H1	A/SOUTHAUSTRALIA/427/2007	5
H1	A/SOUTHAUSTRALIA/46/2007	5
H1	A/SOUTHAUSTRALIA/54/2007	5
H1	A/SOUTHAUSTRALIA/95/2001	5
H1	A/SYDNEY/127/2007	5
H1	A/SYDNEY/216/2001	5
H1	A/SYDNEY/231/2007	5
H1	A/SYDNEY/42/2000	5
H1	A/SYDNEY/54/2007	5
H1	A/SYDNEY/581/2007	5
H1	A/VICTORIA/145/2005	5
H1	A/VICTORIA/153/2001	5
H1	A/VICTORIA/235/2005	5
H1	A/VICTORIA/304/2005	5
H1	A/VICTORIA/316/2000	5
H1	A/VICTORIA/324/2005	5
H1	A/VICTORIA/329/2000	5
H1	A/VICTORIA/335/2000	5
H1	A/VICTORIA/348/2000	5
H1	A/VICTORIA/357/2005	5
H1	A/VICTORIA/538/2001	5
H1	A/VICTORIA/542/2001	5
H1	A/VICTORIA/819/2007	5
H1	A/VICTORIA/846/2007	5
H1	A/VICTORIA/883/2007	5
H1	A/VICTORIA/884/2007	5
H1	A/VICTORIA/304/2001	5.5
H1	A/VICTORIA/316/2001	5.5
H1	A/BRISBANE/108/2001	6
H1	A/BRISBANE/142/2001	6
H1	A/BRISBANE/147/2001	6
H1	A/BRISBANE/152/2007	6
H1	A/BRISBANE/159/2001	6
H1	A/BRISBANE/186/2007	6
H1	A/BRISBANE/209/2005	6
H1	A/BRISBANE/214/2007	6
H1	A/BRISBANE/235/2007	6
H1	A/BRISBANE/294/2007	6
H1	A/BRISBANE/41/2001	6
H1	A/BRISBANE/64/2005	6
H1	A/BRISBANE/70/2001	6
H1	A/BRISBANE/77/2001	6
H1	A/BRISBANE/9/2007	6
H1	A/PERTH/216/2001	6
H1	A/PERTH/219/2001	6
H1	A/PERTH/235/2001	6
H1	A/PERTH/253/2008	6
H1	A/PERTH/262/2000	6
H1	A/PERTH/263/2008	6
H1	A/PERTH/282/2009	6
H1	A/PERTH/76/2008	6
H1	A/SOUTHAUSTRALIA/123/2005	6
H1	A/SOUTHAUSTRALIA/129/2005	6
H1	A/SOUTHAUSTRALIA/139/2005	6
H1	A/SOUTHAUSTRALIA/15/2000	6
H1	A/SOUTHAUSTRALIA/18/2001	6
H1	A/SOUTHAUSTRALIA/20/2008	6
H1	A/SOUTHAUSTRALIA/207/2007	6
H1	A/SOUTHAUSTRALIA/237/2007	6
H1	A/SOUTHAUSTRALIA/241/2007	6
H1	A/SOUTHAUSTRALIA/30/2007	6
H1	A/SOUTHAUSTRALIA/32/2000	6
H1	A/SOUTHAUSTRALIA/334/2007	6
H1	A/SOUTHAUSTRALIA/39/2008	6
H1	A/SOUTHAUSTRALIA/4/2001	6
H1	A/SOUTHAUSTRALIA/43/2000	6
H1	A/SOUTHAUSTRALIA/43/2005	6
H1	A/SOUTHAUSTRALIA/455/2007	6
H1	A/SOUTHAUSTRALIA/62/2001	6
H1	A/SYDNEY/260/2007	6
H1	A/SYDNEY/506/2007	6
H1	A/TOWNSVILLE/14/2001	6
H1	A/VICTORIA/315/2007	6
H1	A/VICTORIA/515/2007	6
H1	A/VICTORIA/516/2001	6
H1	A/VICTORIA/517/2007	6
H1	A/VICTORIA/533/2001	6
H1	A/VICTORIA/533/2007	6
H1	A/VICTORIA/847/2007	6
H1	A/VICTORIA/876/2007	6
H1	A/BRISBANE/101/2001	7
H1	A/BRISBANE/11/2001	7
H1	A/BRISBANE/115/2007	7
H1	A/BRISBANE/169/2005	7
H1	A/BRISBANE/193/2004	7
H1	A/BRISBANE/194/2007	7
H1	A/BRISBANE/304/2007	7
H1	A/BRISBANE/4/2001	7
H1	A/BRISBANE/98/2009	7
H1	A/PERTH/105/2008	7
H1	A/PERTH/208/2005	7
H1	A/PERTH/212/2005	7
H1	A/PERTH/221/2001	7
H1	A/PERTH/228/2001	7
H1	A/PERTH/236/2008	7
H1	A/PERTH/248/2005	7
H1	A/PERTH/249/2000	7
H1	A/SOUTHAUSTRALIA/115/2005	7
H1	A/SOUTHAUSTRALIA/146/2005	7
H1	A/SOUTHAUSTRALIA/16/2001	7
H1	A/SOUTHAUSTRALIA/17/2009	7
H1	A/SOUTHAUSTRALIA/20/2001	7
H1	A/SOUTHAUSTRALIA/368/2007	7
H1	A/SOUTHAUSTRALIA/44/2007	7
H1	A/SYDNEY/206/2007	7
H1	A/SYDNEY/224/2001	7
H1	A/SYDNEY/229/2000	7
H1	A/SYDNEY/580/2007	7
H1	A/VICTORIA/133/2005	7
H1	A/VICTORIA/140/2005	7
H1	A/VICTORIA/315/2005	7
H1	A/VICTORIA/339/2005	7
H1	A/VICTORIA/340/2007	7
H1	A/VICTORIA/352/2005	7
H1	A/VICTORIA/514/2001	7
H1	A/VICTORIA/521/2001	7
H1	A/VICTORIA/543/2000	7
H1	A/VICTORIA/844/2007	7
H1	A/BRISBANE/100/2001	8
H1	A/BRISBANE/104/2001	8
H1	A/BRISBANE/151/2007	8
H1	A/BRISBANE/178/2007	8
H1	A/BRISBANE/195/2006	8
H1	A/BRISBANE/216/2007	8
H1	A/BRISBANE/245/2005	8
H1	A/BRISBANE/247/2007	8
H1	A/BRISBANE/43/2001	8
H1	A/BRISBANE/49/2001	8
H1	A/BRISBANE/6/2001	8
H1	A/BRISBANE/61/2001	8
H1	A/BRISBANE/74/2001	8
H1	A/BRISBANE/81/2001	8
H1	A/DARWIN/11/2001	8
H1	A/PERTH/1/2001	8
H1	A/PERTH/114/2009	8
H1	A/PERTH/200/2008	8
H1	A/PERTH/205/2008	8
H1	A/PERTH/213/2001	8
H1	A/PERTH/223/2001	8
H1	A/PERTH/232/2001	8
H1	A/PERTH/236/2001	8
H1	A/SOUTHAUSTRALIA/10/2000	8
H1	A/SOUTHAUSTRALIA/120/2005	8
H1	A/SOUTHAUSTRALIA/122/2005	8
H1	A/SOUTHAUSTRALIA/130/2005	8
H1	A/SOUTHAUSTRALIA/140/2005	8
H1	A/SOUTHAUSTRALIA/17/2001	8
H1	A/SOUTHAUSTRALIA/337/2007	8
H1	A/SOUTHAUSTRALIA/438/2007	8
H1	A/SOUTHAUSTRALIA/83/2008	8
H1	A/SOUTHAUSTRALIA/99/2005	8
H1	A/SYDNEY/201/2001	8
H1	A/SYDNEY/39/2000	8
H1	A/SYDNEY/6/2000	8
H1	A/VICTORIA/139/2001	8
H1	A/VICTORIA/318/2005	8
H1	A/VICTORIA/323/2000	8
H1	A/VICTORIA/345/2005	8
H1	A/VICTORIA/349/2005	8
H1	A/VICTORIA/517/2005	8
H1	A/VICTORIA/528/2001	8
H1	A/VICTORIA/536/2001	8
H1	A/BRISBANE/118/2001	9
H1	A/BRISBANE/128/2005	9
H1	A/BRISBANE/21/2001	9
H1	A/BRISBANE/228/2007	9
H1	A/BRISBANE/285/2007	9
H1	A/BRISBANE/286/2007	9
H1	A/BRISBANE/48/2001	9
H1	A/BRISBANE/65/2001	9
H1	A/BRISBANE/99/2009	9
H1	A/DARWIN/18/2001	9
H1	A/PERTH/209/2001	9
H1	A/PERTH/220/2000	9
H1	A/PERTH/234/2000	9
H1	A/PERTH/237/2000	9
H1	A/PERTH/245/2001	9
H1	A/PERTH/258/2001	9
H1	A/SOUTHAUSTRALIA/100/2005	9
H1	A/SOUTHAUSTRALIA/13/2005	9
H1	A/SOUTHAUSTRALIA/19/2000	9
H1	A/SOUTHAUSTRALIA/454/2007	9
H1	A/SOUTHAUSTRALIA/473/2007	9
H1	A/SOUTHAUSTRALIA/8/2001	9
H1	A/SYDNEY/32/2000	9
H1	A/SYDNEY/4/2000	9
H1	A/UTTARADIT/2043/2004	9
H1	A/VICTORIA/105/2000	9
H1	A/VICTORIA/144/2001	9
H1	A/VICTORIA/309/2006	9
H1	A/VICTORIA/510/2001	9
H1	A/VICTORIA/539/2007	9
H1	A/BRISBANE/207/2007	10
H1	A/BRISBANE/262/2007	10
H1	A/BRISBANE/37/2001	10
H1	A/BRISBANE/75/2008	10
H1	A/BRISBANE/89/2001	10
H1	A/CANBERRA/1/2000	10
H1	A/PERTH/165/2008	10
H1	A/PERTH/238/2001	10
H1	A/PERTH/249/2001	10
H1	A/PERTH/4/2009	10
H1	A/PERTH/81/2008	10
H1	A/SOUTHAUSTRALIA/117/2005	10
H1	A/SOUTHAUSTRALIA/143/2005	10
H1	A/SOUTHAUSTRALIA/2083/2009	10
H1	A/SOUTHAUSTRALIA/24/2001	10
H1	A/SOUTHAUSTRALIA/286/2007	10
H1	A/SOUTHAUSTRALIA/30/2000	10
H1	A/SOUTHAUSTRALIA/302/2007	10
H1	A/SOUTHAUSTRALIA/478/2007	10
H1	A/SOUTHAUSTRALIA/81/2008	10
H1	A/SYDNEY/207/2001	10
H1	A/SYDNEY/227/2001	10
H1	A/SYDNEY/534/2007	10
H1	A/SYDNEY/554/2007	10
H1	A/VICTORIA/104/2000	10
H1	A/VICTORIA/204/2005	10
H1	A/VICTORIA/306/2005	10
H1	A/VICTORIA/317/2000	10
H1	A/VICTORIA/519/2007	10
H1	A/BRISBANE/179/2007	11
H1	A/BRISBANE/206/2007	11
H1	A/BRISBANE/66/2001	11
H1	A/BRISBANE/70/2007	11
H1	A/BRISBANE/98/2001	11
H1	A/PERTH/169/2008	11
H1	A/PERTH/181/2008	11
H1	A/PERTH/224/2001	11
H1	A/SOUTHAUSTRALIA/11/2000	11
H1	A/SOUTHAUSTRALIA/375/2007	11
H1	A/SOUTHAUSTRALIA/381/2007	11
